slug,date,season,from_club,to_club,fee,market_value,kind
corrie-ndaba,2023-01-30,22/23,Burton Albion,Ipswich,End of loan,€100k,loan end
corrie-ndaba,2022-08-19,22/23,Ipswich,Burton Albion,loan transfer,€100k,loan
corrie-ndaba,2022-05-31,21/22,Salford,Ipswich,End of loan,€50k,loan end
corrie-ndaba,2021-08-21,21/22,Ipswich,Salford,loan transfer,€50k,loan
corrie-ndaba,2021-07-01,21/22,Ipswich Town U23,Ipswich,-,€50k,
corrie-ndaba,2021-05-01,20/21,Ayr United,Ipswich Town U23,End of loan,€50k,loan end
corrie-ndaba,2021-01-07,20/21,Ipswich Town U23,Ayr United,loan transfer,-,loan
corrie-ndaba,2020-01-06,19/20,Chelmsford,Ipswich Town U23,End of loan,-,loan end
corrie-ndaba,2019-12-06,19/20,Ipswich Town U23,Chelmsford,loan transfer,-,loan
corrie-ndaba,2019-12-05,19/20,Hemel,Ipswich Town U23,End of loan,-,loan end
corrie-ndaba,2019-11-08,19/20,Ipswich Town U23,Hemel,loan transfer,-,loan
corrie-ndaba,2018-07-01,18/19,Ipswich U18,Ipswich Town U23,-,-,
corrie-ndaba,2016-07-01,16/17,Cherry Orchard FC,Ipswich U18,free transfer,-,free
cory-osullivan,2022-06-24,21/22,Rovers Academy,Shamrock Rovers,-,-,
cyrus-christie,2025-09-01,25/26,Swansea,Bolton,free transfer,€200k,free
cyrus-christie,2024-11-01,24/25,Without Club,Swansea,-,€400k,
cyrus-christie,2024-07-01,24/25,Hull City,Without Club,-,€600k,
cyrus-christie,2022-08-26,22/23,Fulham,Hull City,free transfer,€1.20m,free
cyrus-christie,2022-05-31,21/22,Swansea,Fulham,End of loan,€1.20m,loan end
cyrus-christie,2022-01-13,21/22,Fulham,Swansea,loan transfer,€1.00m,loan
cyrus-christie,2021-05-31,20/21,Nott'm Forest,Fulham,End of loan,€1.80m,loan end
cyrus-christie,2020-09-18,20/21,Fulham,Nott'm Forest,loan transfer,€1.60m,loan
cyrus-christie,2018-01-31,17/18,Middlesbrough,Fulham,€3.40m,€2.00m,fee
cyrus-christie,2017-07-07,17/18,Derby,Middlesbrough,€2.80m,€1.00m,fee
cyrus-christie,2014-07-10,14/15,Coventry,Derby,€111k,€500k,fee
cyrus-christie,2011-05-31,10/11,Hinckley United,Coventry,End of loan,€50k,loan end
cyrus-christie,2011-02-14,10/11,Coventry,Hinckley United,loan transfer,€50k,loan
cyrus-christie,2011-02-13,10/11,Nuneaton,Coventry,End of loan,€50k,loan end
cyrus-christie,2011-01-13,10/11,Coventry,Nuneaton,loan transfer,€50k,loan
cyrus-christie,2010-07-01,10/11,Coventry U18,Coventry,-,-,
daire-oconnor,2026-07-01,26/27,Ballymena Utd,Carrick Rangers,?,€125k,
daire-oconnor,2025-07-01,25/26,Hamilton Acad.,Ballymena Utd,?,€150k,
daire-oconnor,2025-05-31,24/25,East Kilbride,Hamilton Acad.,End of loan,€150k,loan end
daire-oconnor,2025-03-10,24/25,Hamilton Acad.,East Kilbride,loan transfer,€150k,loan
daire-oconnor,2024-07-23,24/25,Glentoran,Hamilton Acad.,?,€200k,
daire-oconnor,2023-07-01,23/24,Ayr United,Glentoran,?,€175k,
daire-oconnor,2021-07-28,21/22,Cliftonville,Ayr United,free transfer,-,free
daire-oconnor,2020-10-20,20/21,Cork City,Cliftonville,free transfer,-,free
daire-oconnor,2019-01-01,18/19,UCD,Cork City,free transfer,-,free
daire-oconnor,2015-01-01,14/15,Arklow Town,UCD,free transfer,-,free
daire-patton,2023-08-11,23/24,Sligo Academy,Sligo Rovers,-,-,
daithi-folan,2025-07-01,25/26,Dundalk FC,Home Farm,free transfer,-,free
daithi-folan,2025-01-22,24/25,Shelbourne,Dundalk FC,free transfer,-,free
daithi-folan,2023-01-01,22/23,Bohs Academy,Shelbourne,free transfer,-,free
dan-casey,2025-07-01,25/26,Motherwell FC,Wycombe,free transfer,€350k,free
dan-casey,2023-01-31,22/23,Sacramento FC,Motherwell FC,free transfer,€150k,free
dan-casey,2021-01-13,20/21,Bohemians,Sacramento FC,free transfer,-,free
dan-casey,2020-01-01,19/20,Cork City,Bohemians,free transfer,-,free
dan-casey,2019-01-01,18/19,Bohemians,Cork City,?,-,
dan-casey,2017-07-11,17/18,Sunderland U23,Bohemians,free transfer,-,free
dan-casey,2016-07-01,16/17,Sunderland U18,Sunderland U23,-,-,
dan-casey,2013-07-01,13/14,St. Josephs Boys,Sunderland U18,?,-,
dan-oconnor,2026-07-01,26/27,Totton,Cliftonville,free transfer,-,free
dan-oconnor,2025-12-10,25/26,Kerry FC,Totton,free transfer,-,free
dan-oconnor,2025-09-03,25/26,Without Club,Kerry FC,-,-,
dan-oconnor,2025-07-01,25/26,Ipswich U21,Without Club,-,-,
dan-oconnor,2025-05-31,24/25,Farnborough,Ipswich U21,End of loan,-,loan end
dan-oconnor,2025-01-21,24/25,Ipswich U21,Farnborough,loan transfer,-,loan
dan-oconnor,2023-01-31,22/23,Galway Academy,Ipswich U21,?,-,
dan-rose,2026-08-01,26/27,UK Wildcats,Liberty Flames,free transfer,-,free
dan-rose,2026-01-01,25/26,Thundering Herd,UK Wildcats,free transfer,-,free
dan-rose,2023-01-01,22/23,Schalke 04 II,Thundering Herd,free transfer,€10k,free
dan-rose,2022-07-01,22/23,Schalke 04 U19,Schalke 04 II,-,-,
dan-rose,2020-07-01,20/21,Everton Youth,Schalke 04 U19,€120k,-,fee
daniel-chukwu,2026-07-01,26/27,St. Pat's,Lucan United,free transfer,-,free
daniel-chukwu,2026-05-31,25/26,Oxford SFC,St. Pat's,End of loan,-,loan end
daniel-chukwu,2026-01-17,25/26,St. Pat's,Oxford SFC,loan transfer,-,loan
daniel-chukwu,2025-07-06,25/26,Longford Town,St. Pat's,free transfer,-,free
daniel-chukwu,2025-02-04,24/25,Bray Wanderers,Longford Town,free transfer,-,free
daniel-chukwu,2023-04-28,22/23,Bray Academy,Bray Wanderers,-,-,
daniel-chukwu,2021-01-01,20/21,Cabo Academy,Bray Academy,free transfer,-,free
daniel-cleary,2022-07-28,22/23,St. Johnstone,Shamrock Rovers,free transfer,€275k,free
daniel-cleary,2022-01-01,21/22,Dundalk FC,St. Johnstone,free transfer,€125k,free
daniel-cleary,2018-02-15,17/18,Birmingham U23,Dundalk FC,free transfer,-,free
daniel-cleary,2017-10-26,17/18,Solihull Moors,Birmingham U23,End of loan,-,loan end
daniel-cleary,2017-07-26,17/18,Birmingham U23,Solihull Moors,loan transfer,-,loan
daniel-cleary,2016-07-27,16/17,Liverpool U23,Birmingham U23,free transfer,-,free
daniel-cleary,2014-07-01,14/15,Liverpool U18,Liverpool U21,-,-,
daniel-grant,2025-01-01,24/25,Bohemians,Shamrock Rovers,free transfer,€125k,free
daniel-grant,2023-07-13,23/24,Huddersfield,Bohemians,free transfer,€150k,free
daniel-grant,2023-05-31,22/23,Harrogate Town,Huddersfield,End of loan,€150k,loan end
daniel-grant,2022-09-01,22/23,Huddersfield,Harrogate Town,loan transfer,€150k,loan
daniel-grant,2021-01-02,20/21,Bohemians,Huddersfield,free transfer,-,free
daniel-grant,2018-01-01,17/18,Bohs Academy,Bohemians,-,-,
daniel-grant,2017-07-01,17/18,Bangor Celtic,Bohs Academy,free transfer,-,free
daniel-idiakhoa,2026-08-01,26/27,LMU Lions,Coastal,free transfer,-,free
daniel-idiakhoa,2025-08-01,25/26,FC Tucson,LMU Lions,End of loan,-,loan end
daniel-idiakhoa,2025-05-01,24/25,LMU Lions,FC Tucson,loan transfer,-,loan
daniel-idiakhoa,2024-08-01,24/25,Hitchin Town,LMU Lions,free transfer,-,free
daniel-idiakhoa,2023-07-01,23/24,Luton,Hitchin Town,free transfer,-,free
daniel-idiakhoa,2022-07-01,22/23,Newport Pagnell,Luton,free transfer,-,free
daniel-idiakhoa,2020-07-01,20/21,Northampton,Newport Pagnell,free transfer,-,free
daniel-idiakhoa,2019-07-01,19/20,Unknown,Northampton,free transfer,-,free
daniel-kelly,2025-01-01,24/25,Derry City,Shelbourne,free transfer,€125k,free
daniel-kelly,2024-01-01,23/24,Dundalk FC,Derry City,free transfer,€125k,free
daniel-kelly,2019-01-01,18/19,Bohemians,Dundalk FC,free transfer,-,free
daniel-kelly,2018-07-11,18/19,Bray Wanderers,Bohemians,free transfer,-,free
daniel-kelly,2018-02-06,17/18,St. Pat's CYFC,Bray Wanderers,free transfer,-,free
daniel-mandroiu,2024-08-19,24/25,Lincoln City,Shamrock Rovers,free transfer,€350k,free
daniel-mandroiu,2022-07-07,22/23,Shamrock Rovers,Lincoln City,€30k,€375k,fee
daniel-mandroiu,2021-01-01,20/21,Bohemians,Shamrock Rovers,€20k,-,fee
daniel-mandroiu,2019-01-01,18/19,Brighton U23,Bohemians,free transfer,-,free
daniel-mandroiu,2017-07-01,17/18,Brighton U18,Brighton U23,-,-,
daniel-mandroiu,2014-07-01,14/15,St. Kevins Boys,Brighton U18,?,-,
daniel-mare,2026-01-01,26/27,Shels Academy,Drogheda United,free transfer,-,free
daniel-mare,2025-01-20,24/25,Rovers Academy,Shels Academy,free transfer,-,free
daniel-mccarron,2026-07-01,26/27,Dungannon U18,Arsenal U18,?,-,
daniel-mcgrath,2025-07-07,25/26,Lommel SK,Without Club,-,€150k,
daniel-mcgrath,2023-09-06,23/24,Bohemians,Lommel SK,?,-,
daniel-mcgrath,2023-01-03,22/23,Bohs Academy,Bohemians,-,-,
daniel-oreilly,2024-01-09,23/24,Raith Rovers,Partick Thistle,free transfer,€200k,free
daniel-oreilly,2023-11-20,23/24,Without Club,Raith Rovers,-,€200k,
daniel-oreilly,2023-07-01,23/24,Hamilton Acad.,Without Club,-,€200k,
daniel-oreilly,2022-01-01,21/22,Drogheda United,Hamilton Acad.,free transfer,€75k,free
daniel-oreilly,2021-01-01,20/21,Shelbourne,Drogheda United,free transfer,-,free
daniel-oreilly,2020-01-01,19/20,Finn Harps,Shelbourne,free transfer,-,free
daniel-oreilly,2019-01-01,18/19,Longford Town,Finn Harps,free transfer,-,free
daniel-oreilly,2017-01-01,16/17,Eastbourne,Longford Town,free transfer,-,free
daniel-oreilly,2016-07-29,16/17,Longford Town,Eastbourne,free transfer,-,free
daniel-oreilly,2016-01-24,15/16,Bray Wanderers,Longford Town,free transfer,-,free
daniel-oreilly,2015-01-01,14/15,Bishop's St.,Bray Wanderers,free transfer,-,free
daniel-oreilly,2014-11-24,14/15,Hereford Utd.,Bishop's St.,free transfer,-,free
daniel-oreilly,2014-08-01,14/15,Fulham U18,Hereford Utd.,free transfer,-,free
daniel-ring,2026-07-15,26/27,Bray Wanderers,Shelbourne,End of loan,-,loan end
daniel-ring,2026-01-30,25/26,Shelbourne,Bray Wanderers,loan transfer,-,loan
daniel-ring,2024-04-19,23/24,Shels Academy,Shelbourne,-,-,
daniel-ring,2020-07-01,20/21,Baldoyle United,Shels Academy,free transfer,-,free
daniel-rogers,2022-08-14,22/23,Oldham Athletic,St. Pat's,free transfer,€350k,free
daniel-rogers,2021-08-07,21/22,Kilmarnock FC,Oldham Athletic,free transfer,€350k,free
daniel-rogers,2020-07-28,20/21,Aberdeen FC,Kilmarnock FC,free transfer,€200k,free
daniel-rogers,2020-04-30,19/20,Morton,Aberdeen FC,End of loan,€200k,loan end
daniel-rogers,2019-08-14,19/20,Aberdeen FC,Morton,loan transfer,€250k,loan
daniel-rogers,2019-05-31,18/19,St. Mirren,Aberdeen FC,End of loan,€250k,loan end
daniel-rogers,2018-07-11,18/19,Aberdeen FC,St. Mirren,loan transfer,€250k,loan
daniel-rogers,2017-05-21,16/17,Falkirk,Aberdeen FC,End of loan,€250k,loan end
daniel-rogers,2016-07-08,16/17,Aberdeen FC,Falkirk,loan transfer,€100k,loan
daniel-rogers,2016-05-31,15/16,Falkirk,Aberdeen FC,End of loan,€100k,loan end
daniel-rogers,2015-07-01,15/16,Aberdeen FC,Falkirk,loan transfer,€50k,loan
daniel-rogers,2015-05-05,14/15,Dumbarton,Aberdeen FC,End of loan,€50k,loan end
daniel-rogers,2014-08-01,14/15,Aberdeen FC,Dumbarton,loan transfer,€50k,loan
daniel-rogers,2014-07-01,14/15,Aberdeen FC U20,Aberdeen FC,-,€50k,
daniel-rogers,2014-01-13,13/14,Airdrieonians,Aberdeen FC U20,End of loan,€50k,loan end
daniel-rogers,2013-12-13,13/14,Aberdeen FC U20,Airdrieonians,loan transfer,€50k,loan
daniel-rogers,2011-07-01,11/12,Aberdeen FC U17,Aberdeen FC U20,-,-,
danny-kane,2023-05-01,22/23,Without Club,Cashmere Tech,-,€25k,
danny-kane,2022-01-01,21/22,Sligo Rovers,Without Club,-,€25k,
danny-kane,2019-07-12,19/20,Without Club,Sligo Rovers,-,-,
danny-kane,2019-01-17,18/19,Cork City,Without Club,-,-,
danny-kane,2019-01-14,18/19,Fylde,Cork City,End of loan,-,loan end
danny-kane,2018-08-03,18/19,Cork City,Fylde,loan transfer,-,loan
danny-kane,2018-01-24,17/18,Huddersf. U23,Cork City,free transfer,-,free
danny-kane,2015-07-01,15/16,Huddersf. U18,Huddersf. U21,-,-,
dara-costelloe,2025-07-01,25/26,Burnley,Wigan,€400k,€450k,fee
dara-costelloe,2025-05-31,24/25,Northampton,Burnley,End of loan,€350k,loan end
dara-costelloe,2025-02-03,24/25,Burnley,Northampton,loan transfer,€350k,loan
dara-costelloe,2025-01-24,24/25,Accrington,Burnley,End of loan,€350k,loan end
dara-costelloe,2024-08-08,24/25,Burnley,Accrington,loan transfer,€325k,loan
dara-costelloe,2024-05-31,23/24,Dundee FC,Burnley,End of loan,€325k,loan end
dara-costelloe,2024-01-01,23/24,Burnley,Dundee FC,loan transfer,€325k,loan
dara-costelloe,2023-12-31,23/24,St. Johnstone,Burnley,End of loan,€325k,loan end
dara-costelloe,2023-08-15,23/24,Burnley,St. Johnstone,loan transfer,€300k,loan
dara-costelloe,2023-05-31,22/23,Bradford,Burnley,End of loan,€300k,loan end
dara-costelloe,2023-01-13,22/23,Burnley,Bradford,loan transfer,€300k,loan
dara-costelloe,2022-07-01,22/23,Burnley U21,Burnley,-,-,
dara-costelloe,2021-02-01,20/21,Galway United,FC Burnley U23,?,-,
dara-costelloe,2018-08-30,18/19,Galway Academy,Galway United,-,-,
dara-mccormick,2026-07-07,26/27,Cork City,Cobh Ramblers,free transfer,-,free
dara-mccormick,2025-03-07,24/25,Cork Academy,Cork City,-,-,
dara-mcguinness,2025-07-23,25/26,Finn Harps,Galway United,free transfer,-,free
dara-mcguinness,2025-01-27,24/25,Stoke U21,Finn Harps,free transfer,-,free
dara-mcguinness,2025-01-04,24/25,Leek Town FC,Stoke U21,End of loan,-,loan end
dara-mcguinness,2024-09-10,24/25,Stoke U21,Leek Town FC,loan transfer,-,loan
dara-mcguinness,2022-07-07,22/23,Rovers Academy,Stoke U21,?,-,
dara-mcguinness,2020-02-01,19/20,Pat's Academy,Rovers Academy,free transfer,-,free
dara-oshea,2024-08-25,24/25,Burnley,Ipswich,€14.20m,€7.00m,fee
dara-oshea,2023-07-01,23/24,West Brom,Burnley,€7.80m,€5.00m,fee
dara-oshea,2019-07-01,19/20,West Brom U23,West Brom,-,-,
dara-oshea,2019-05-31,18/19,Exeter City,West Brom U23,End of loan,-,loan end
dara-oshea,2018-08-07,18/19,West Brom U23,Exeter City,loan transfer,-,loan
dara-oshea,2018-05-31,17/18,Hereford,West Brom U23,End of loan,-,loan end
dara-oshea,2017-08-25,17/18,West Brom U23,Hereford,loan transfer,-,loan
dara-oshea,2016-07-01,16/17,West Brom U18,West Brom U23,-,-,
dara-oshea,2015-07-01,15/16,St. Kevins Boys,West Brom U18,free transfer,-,free
dare-kareem,2026-07-21,26/27,Drogheda United,Treaty United,loan transfer,€125k,loan
dare-kareem,2025-01-31,24/25,Pat's Academy,Drogheda United,free transfer,-,free
darius-lipsiuc,2026-07-01,26/27,Stoke U21,Notts County,?,-,
darius-lipsiuc,2026-05-31,25/26,Solihull Moors,Stoke U21,End of loan,-,loan end
darius-lipsiuc,2025-07-15,25/26,Stoke U21,Solihull Moors,loan transfer,-,loan
darius-lipsiuc,2025-05-31,24/25,Walsall,Stoke U21,End of loan,-,loan end
darius-lipsiuc,2025-02-03,24/25,Stoke U21,Walsall,loan transfer,-,loan
darius-lipsiuc,2024-01-26,23/24,St. Pat's,Stoke U21,?,-,
darius-lipsiuc,2022-03-18,21/22,Pat's Academy,St. Pat's,-,-,
darragh-brunton,2026-02-05,25/26,Pat's Academy,St. Pat's,-,-,
darragh-burns,2026-07-11,26/27,Grimsby Town,Derry City,?,€200k,
darragh-burns,2025-01-26,24/25,MK Dons,Grimsby Town,€48k,€200k,fee
darragh-burns,2024-12-31,24/25,Shamrock Rovers,MK Dons,End of loan,€200k,loan end
darragh-burns,2024-01-02,23/24,MK Dons,Shamrock Rovers,loan transfer,€150k,loan
darragh-burns,2022-07-04,22/23,St. Pat's,MK Dons,€180k,€150k,fee
darragh-burns,2019-07-01,19/20,Pat's Academy,St. Pat's,-,-,
darragh-leahy,2026-01-14,25/26,Waterford FC,Linfield,free transfer,€125k,free
darragh-leahy,2024-01-01,23/24,Dundalk FC,Waterford FC,?,€125k,
darragh-leahy,2020-01-01,19/20,Bohemians,Dundalk FC,€25k,-,fee
darragh-leahy,2018-01-04,17/18,Coventry,Bohemians,free transfer,-,free
darragh-leahy,2018-01-03,17/18,Nuneaton,Coventry,End of loan,-,loan end
darragh-leahy,2017-11-24,17/18,Coventry,Nuneaton,loan transfer,-,loan
darragh-leahy,2017-01-21,16/17,Nuneaton,Coventry,End of loan,-,loan end
darragh-leahy,2016-11-04,16/17,Coventry,Nuneaton,loan transfer,-,loan
darragh-leahy,2016-07-01,16/17,Coventry U18,Coventry,-,-,
darragh-leahy,2015-01-06,14/15,St. Kevins Boys,Coventry U18,?,-,
darragh-lenihan,2026-07-01,26/27,Middlesbrough,Without Club,-,€500k,
darragh-lenihan,2022-07-01,22/23,Blackburn,Middlesbrough,free transfer,€3.00m,free
darragh-lenihan,2015-03-04,14/15,Burton Albion,Blackburn,End of loan,-,loan end
darragh-lenihan,2014-10-21,14/15,Blackburn,Burton Albion,loan transfer,-,loan
darragh-lenihan,2014-07-01,14/15,Blackburn U21,Blackburn,-,-,
darragh-lenihan,2013-07-01,13/14,Blackburn U18,Blackburn U21,-,-,
darragh-lenihan,2011-07-01,11/12,Belvedere FC,Blackburn U18,free transfer,-,free
darragh-markey,2026-01-01,25/26,Drogheda United,Derry City,free transfer,€150k,free
darragh-markey,2021-01-01,20/21,St. Pat's,Drogheda United,free transfer,-,free
darragh-markey,2014-07-01,14/15,Cherry Orchard FC,St. Pat's,free transfer,-,free
darragh-nugent,2026-01-08,25/26,Shamrock Rovers,St. Pat's,?,€150k,
darragh-nugent,2022-11-30,22/23,Drogheda United,Shamrock Rovers,End of loan,€75k,loan end
darragh-nugent,2022-01-01,21/22,Shamrock Rovers,Drogheda United,loan transfer,€75k,loan
darragh-nugent,2021-11-30,21/22,Longford Town,Shamrock Rovers,End of loan,€10k,loan end
darragh-nugent,2021-07-08,21/22,Shamrock Rovers,Longford Town,loan transfer,-,loan
darragh-nugent,2021-01-01,20/21,Rovers Academy,Shamrock Rovers,-,-,
darragh-nugent,2019-01-01,18/19,UCD Academy,Rovers Academy,free transfer,-,free
darragh-oconnor,2026-07-01,26/27,York City,East Kilbride,free transfer,€50k,free
darragh-oconnor,2026-05-31,25/26,Raith Rovers,York City,End of loan,€50k,loan end
darragh-oconnor,2025-08-29,25/26,York City,Raith Rovers,loan transfer,-,loan
darragh-oconnor,2025-05-31,24/25,Falkirk,York City,End of loan,-,loan end
darragh-oconnor,2025-01-09,24/25,York City,Falkirk,loan transfer,-,loan
darragh-oconnor,2024-07-01,24/25,Morton,York City,free transfer,€250k,free
darragh-oconnor,2022-07-01,22/23,Motherwell FC,Morton,free transfer,€200k,free
darragh-oconnor,2022-05-06,21/22,Queen o. t. S.,Motherwell FC,End of loan,€50k,loan end
darragh-oconnor,2022-01-28,21/22,Motherwell FC,Queen o. t. S.,loan transfer,€50k,loan
darragh-oconnor,2021-07-01,21/22,Leicester U23,Motherwell FC,free transfer,-,free
darragh-oconnor,2019-08-30,19/20,Wexford FC,Leicester U23,?,-,
darragh-oconnor,2019-01-07,18/19,Rovers Academy,Wexford FC,free transfer,-,free
darragh-oconnor,2018-05-19,17/18,Cloughbawn AFC,Rovers Academy,free transfer,-,free
darragh-oconnor,2017-09-18,17/18,WFC Academy,Cloughbawn AFC,free transfer,-,free
darragh-oconnor,2017-01-01,16/17,Cloughbawn AFC,WFC Academy,free transfer,-,free
darragh-power,2026-01-29,25/26,Cheltenham,Bohemians,?,€100k,
darragh-power,2025-01-01,24/25,Waterford FC,Cheltenham,free transfer,€100k,free
darragh-power,2020-01-02,19/20,WFC Academy,Waterford FC,-,-,
daryl-horgan,2023-08-01,23/24,Wycombe,Dundalk FC,free transfer,€175k,free
daryl-horgan,2023-05-31,22/23,Stevenage,Wycombe,End of loan,€200k,loan end
daryl-horgan,2023-01-05,22/23,Wycombe,Stevenage,loan transfer,€450k,loan
daryl-horgan,2020-09-02,20/21,Hibernian FC,Wycombe,?,€500k,
daryl-horgan,2018-08-11,18/19,Preston,Hibernian FC,?,€250k,
daryl-horgan,2017-01-01,16/17,Dundalk FC,Preston,free transfer,€100k,free
daryl-horgan,2014-01-01,13/14,Cork City,Dundalk FC,€10k,-,fee
daryl-horgan,2012-01-01,11/12,Sligo Rovers,Cork City,€5k,-,fee
daryl-horgan,2011-12-01,11/12,Cork City,Sligo Rovers,End of loan,-,loan end
daryl-horgan,2011-07-01,11/12,Sligo Rovers,Cork City,loan transfer,-,loan
daryl-horgan,2011-01-01,10/11,Salthill Devon,Sligo Rovers,free transfer,-,free
